,amc_id,fund_house,ter_name,universe_scheme_name,score,approved
669,71,whiteoak capital,WhiteOak Capital Large & Mid Cap Fund,Whiteoak Capital Large & Mid Cap Fund Direct Plan Growth,100.0,APPROVE
670,71,whiteoak capital,WhiteOak Capital Multi Cap Fund,WhiteOak Capital Multi Cap Fund Direct Plan Growth,100.0,APPROVE
671,71,whiteoak capital,WhiteOak Capital Banking & Financial Services Fund,WhiteOak Capital Banking & Financial Services Fund - Direct Growth,100.0,APPROVE
672,71,whiteoak capital,WhiteOak Capital Digital Bharat Fund,WhiteOak Capital Digital Bharat Fund Direct Plan Growth,100.0,APPROVE
673,71,whiteoak capital,WhiteOak Capital ESG Best-In-Class Strategy Fund,WhiteOak Capital ESG Best-In-Class Strategy Fund Direct Plan Growth,100.0,APPROVE
674,71,whiteoak capital,WhiteOak Capital Quality Equity Fund,WhiteOak Capital Quality Equity Fund Direct Plan Growth,100.0,APPROVE
675,71,whiteoak capital,Whiteoak Capital Special Opportunities Fund,WhiteOak Capital Special Opportunities Fund - Direct Growth,100.0,APPROVE
676,71,whiteoak capital,WhiteOak Capital Consumption Opportunities Fund,WhiteOak Capital Consumption Opportunities Fund Direct Plan Growth,100.0,APPROVE
677,71,whiteoak capital,WhiteOak Capital Special Opportunities Fund,WhiteOak Capital Special Opportunities Fund - Direct Growth,100.0,APPROVE
678,71,whiteoak capital,WhiteOak Capital Pharma and Healthcare Fund,WhiteOak Capital Pharma and Heathcare Fund Direct Plan Growth,98.82352941176471,APPROVE
679,71,whiteoak capital,WhiteOak Capital Tax Saver Fund,WhiteOak Capital ELSS Tax Saver Fund Direct Plan Growth,92.53731343283582,APPROVE
680,71,whiteoak capital,WhiteOak Capital Flexi Cap Fund,WhiteOak Capital Mid Cap Fund Direct Plan Growth,83.33333333333334,REVIEW
681,73,nj,NJ Flexi Cap Fund,NJ Flexi Cap Fund - Direct Plan - Growth Option,100.0,APPROVE
682,73,nj,NJ ELSS Tax Saver Scheme,NJ ELSS Tax Saver Scheme Direct Growth,77.41935483870968,REVIEW
683,74,samco,SAMCO ELSS TAX SAVER FUND,Samco ELSS Tax Saver Fund - Direct Plan - Growth Option,100.0,APPROVE
684,74,samco,Samco Flexi Cap Fund,Samco Flexi Cap Fund - Direct Plan - Growth Option,100.0,APPROVE
685,74,samco,Samco Active Momentum Fund,Samco Active Momentum Fund - Direct Plan - Growth Option,100.0,APPROVE
686,74,samco,Samco Multi Cap Fund,Samco Multi Cap Fund - Direct Plan - Growth,100.0,APPROVE
687,74,samco,Samco Special Opportunities Fund,Samco Special Opportunities Fund - Direct Plan - Growth,100.0,APPROVE
688,74,samco,SAMCO FLEXI CAP FUND,Samco Flexi Cap Fund - Direct Plan - Growth Option,100.0,APPROVE
689,74,samco,Samco Large & Mid Cap Fund,Samco Large & Mid Cap Fund - Direct Plan - Growth Option,100.0,APPROVE
690,74,samco,Samco Large Cap Fund,Samco Large Cap Fund - Direct Plan - Growth Option,100.0,APPROVE
691,74,samco,SAMCO LARGE CAP FUND,Samco Large Cap Fund - Direct Plan - Growth Option,100.0,APPROVE
692,74,samco,SAMCO Flexi Cap FUND,Samco Flexi Cap Fund - Direct Plan - Growth Option,100.0,APPROVE
693,74,samco,Samco Mid Cap Fund,Samco Multi Cap Fund - Direct Plan - Growth,89.47368421052632,REVIEW
694,74,samco,Samco Small Cap Fund,Samco Flexi Cap Fund - Direct Plan - Growth Option,70.0,REVIEW
695,75,bajaj finserv,Bajaj Finserv Flexi Cap Fund,Bajaj Finserv Flexi Cap Fund-Direct Plan-Growth,100.0,APPROVE
696,75,bajaj finserv,Bajaj Finserv Banking and Financial Services Fund,Bajaj Finserv Banking and Financial Services Fund - Direct - Growth,100.0,APPROVE
697,75,bajaj finserv,Bajaj Finserv Large Cap Fund,Bajaj Finserv Flexi Cap Fund-Direct Plan-Growth,78.57142857142857,REVIEW
698,75,bajaj finserv,Bajaj Finserv ELSS Tax Saver Fund,BAJAJ FINSERV ELSS TAX SAVER FUND - DIRECT - GROWTH,78.57142857142857,REVIEW
